id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,special_hours,messaging
nHMDOIX32dGbfpuNUwsLNQ,almar-brooklyn-2,AlMar,https://s3-media3.fl.yelpcdn.com/bphoto/_EoXWmBYT1-X--xHq0oUTw/o.jpg,True,False,https://www.yelp.com/biz/almar-brooklyn-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+17188555288,(718) 855-5288,453,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'address1': '111 Front St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['111 Front St', 'Brooklyn, NY 11201'], 'cross_streets': 'Washington St & Adams St'}","{'latitude': 40.702662, 'longitude': -73.989177}","['https://s3-media3.fl.yelpcdn.com/bphoto/_EoXWmBYT1-X--xHq0oUTw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/4825e4smnu5nDe8UnVveRQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/qVVAhPi7-PZus7R2NCv5ag/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
0CjK3esfpFcxIopebzjFxA,joes-shanghai-new-york-2,Joe's Shanghai,https://s3-media4.fl.yelpcdn.com/bphoto/KRvabBPGaQikcpSD6vO2bg/o.jpg,True,False,https://www.yelp.com/biz/joes-shanghai-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12122338888,(212) 233-8888,6314,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'address1': '46 Bowery St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['46 Bowery St', 'New York, NY 10013'], 'cross_streets': 'Canal St & Bayard St'}","{'latitude': 40.7156608, 'longitude': -73.9967012}","['https://s3-media4.fl.yelpcdn.com/bphoto/KRvabBPGaQikcpSD6vO2bg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Rf8yR3xdxgTFvAqdCGx80A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/AY3jCGdHL3eFxicQkXWSZg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
MphfKkYFEe0BDQ6hZ0A5fA,gelso-and-grand-new-york,Gelso & Grand,https://s3-media3.fl.yelpcdn.com/bphoto/hkiNG-bPWX459H2KIBrsvA/o.jpg,True,False,https://www.yelp.com/biz/gelso-and-grand-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12122261600,(212) 226-1600,1014,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'address1': '186 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['186 Grand St', 'New York, NY 10013'], 'cross_streets': 'Baxter St & Centre Market Pl'}","{'latitude': 40.7194089547259, 'longitude': -73.9973777877722}","['https://s3-media3.fl.yelpcdn.com/bphoto/hkiNG-bPWX459H2KIBrsvA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/3S1VjiBu9ywLcUmOFDuUZQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/KEQnPfYGUfG-DsVTUogEig/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1300', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'restaurant_reservation', 'pickup']",,"{'url': 'https://www.yelp.com/raq/MphfKkYFEe0BDQ6hZ0A5fA?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA#popup%3Araq', 'use_case_text': 'Message the Business'}"
WG639VkTjmK5dzydd1BBJA,rubirosa-new-york-2,Rubirosa,https://s3-media4.fl.yelpcdn.com/bphoto/LuSzR8cpVQRofXOT_bMi1A/o.jpg,True,False,https://www.yelp.com/biz/rubirosa-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12129650500,(212) 965-0500,2375,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'address1': '235 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['235 Mulberry St', 'New York, NY 10012'], 'cross_streets': 'Spring St & Prince St'}","{'latitude': 40.722766, 'longitude': -73.996233}","['https://s3-media4.fl.yelpcdn.com/bphoto/LuSzR8cpVQRofXOT_bMi1A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/kwmHYILvME7mu3umEsUEDw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/8Jpbc4xu8GBNs3JNOYA0HQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,
3xTQT7qjZJIxc-eBiFMerQ,1803-new-york,1803,https://s3-media3.fl.yelpcdn.com/bphoto/f6_ZYxoZGbyGsCn6m_auog/o.jpg,True,False,https://www.yelp.com/biz/1803-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12122673000,(212) 267-3000,488,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'address1': '82 Reade St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['82 Reade St', 'New York, NY 10007'], 'cross_streets': ''}","{'latitude': 40.715498, 'longitude': -74.007178}","['https://s3-media3.fl.yelpcdn.com/bphoto/f6_ZYxoZGbyGsCn6m_auog/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/WwUWYeiQoleN1aVd7QKbSg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/V1-_214Vuijh5t__vGtyxw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['restaurant_reservation', 'delivery', 'pickup']",,
X8ZS-dgiMIJvhwf9SaDnjw,wah-fung-no-1-new-york-2,Wah Fung No 1,https://s3-media3.fl.yelpcdn.com/bphoto/oMriteKj4yYHMmb8myOgJA/o.jpg,True,False,https://www.yelp.com/biz/wah-fung-no-1-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12129255175,(212) 925-5175,1570,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,"{'address1': '79 Chrystie St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['79 Chrystie St', 'New York, NY 10002'], 'cross_streets': 'Canal St & Hester St'}","{'latitude': 40.71735, 'longitude': -73.99457}","['https://s3-media3.fl.yelpcdn.com/bphoto/oMriteKj4yYHMmb8myOgJA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/FgHbayVGv9ihiVrLHx4uRg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/ODYC7c1NSI1EKceznEiWjA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,
hNFe8WhCibrqT4sFcZmAgw,kong-sihk-tong-港食堂-new-york,Kong Sihk Tong 港食堂,https://s3-media1.fl.yelpcdn.com/bphoto/z94Swcbxg1QmYJcsJeeqrg/o.jpg,True,False,https://www.yelp.com/biz/kong-sihk-tong-%E6%B8%AF%E9%A3%9F%E5%A0%82-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+16468506140,(646) 850-6140,313,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",4.0,"{'address1': '65 Bayard St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['65 Bayard St', 'New York, NY 10013'], 'cross_streets': 'Mott St & Elizabeth St'}","{'latitude': 40.71542, 'longitude': -73.99813}","['https://s3-media1.fl.yelpcdn.com/bphoto/z94Swcbxg1QmYJcsJeeqrg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/CTN4qgzlaiLMMTo84d2Xqw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/TUB3CagsLrtlNiCSkVhDag/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,
ULt3kmA0_hbZ3j6cMORCaA,root-and-bone-new-york,Root & Bone,https://s3-media2.fl.yelpcdn.com/bphoto/wvua8sLOp181T_Sb41MLJg/o.jpg,True,False,https://www.yelp.com/biz/root-and-bone-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+16466827080,(646) 682-7080,1633,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'address1': '200 E 3rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['200 E 3rd St', 'New York, NY 10009'], 'cross_streets': 'Avenue B & Avenue A'}","{'latitude': 40.7228079872831, 'longitude': -73.9833535829059}","['https://s3-media2.fl.yelpcdn.com/bphoto/wvua8sLOp181T_Sb41MLJg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/XrhFo3XDZAh6UjgvIT0S9w/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/MJeXU04vywbTiYj4JcT_GQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
ooYUO3Pq_qypc1NXFzeLYQ,city-vineyard-new-york,City Vineyard,https://s3-media3.fl.yelpcdn.com/bphoto/EQkP8Wd2bC_411mQMBtwXg/o.jpg,True,False,https://www.yelp.com/biz/city-vineyard-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+16466778350,(646) 677-8350,989,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'address1': '233 West St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['233 West St', 'New York, NY 10013'], 'cross_streets': ''}","{'latitude': 40.7205582, 'longitude': -74.0118093}","['https://s3-media3.fl.yelpcdn.com/bphoto/EQkP8Wd2bC_411mQMBtwXg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/E5BKT6ROOJP4YC47pVbb8w/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/DYWO7t-6yT5EiIe40ckamQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
9aJ1MVTthZw3QjqoG7mPjg,rosies-new-york-2,Rosie's,https://s3-media1.fl.yelpcdn.com/bphoto/C5Mf9gLWxbTiTzmOp2B2YQ/o.jpg,True,False,https://www.yelp.com/biz/rosies-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12123350114,(212) 335-0114,758,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'address1': '29 E 2nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['29 E 2nd St', 'New York, NY 10003'], 'cross_streets': '1st St'}","{'latitude': 40.72492, 'longitude': -73.99079}","['https://s3-media1.fl.yelpcdn.com/bphoto/C5Mf9gLWxbTiTzmOp2B2YQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/EIpEzif8PZtyNrmbzTIBCw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/7euZyoCspqVWuwgbwZ9fPg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,"{'url': 'https://www.yelp.com/raq/9aJ1MVTthZw3QjqoG7mPjg?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA#popup%3Araq', 'use_case_text': 'Message the Business'}"
jjJc_CrkB2HodEinB6cWww,lovemama-new-york,LoveMama,https://s3-media1.fl.yelpcdn.com/bphoto/bLlFKTlVuLfmF-lIDGIjZA/o.jpg,True,False,https://www.yelp.com/biz/lovemama-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12122545370,(212) 254-5370,5305,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'address1': '174 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['174 2nd Ave', 'New York, NY 10003'], 'cross_streets': '12th St & 11th St'}","{'latitude': 40.730408722512074, 'longitude': -73.98612673033213}","['https://s3-media1.fl.yelpcdn.com/bphoto/bLlFKTlVuLfmF-lIDGIjZA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/VUZKcwpdMpDRUuh-2A4XPA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/IMCy_HKjbvfVBvY4FV1CRQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,
N5UY113nNpeKdLPv0cbMjQ,the-wild-son-new-york,The Wild Son,https://s3-media3.fl.yelpcdn.com/bphoto/bKbzwnDOl26D3aVzh-lj0A/o.jpg,True,False,https://www.yelp.com/biz/the-wild-son-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+12127277900,(212) 727-7900,521,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'address1': '132 First Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['132 First Ave', 'New York, NY 10009'], 'cross_streets': ''}","{'latitude': 40.727424, 'longitude': -73.985201}","['https://s3-media3.fl.yelpcdn.com/bphoto/bKbzwnDOl26D3aVzh-lj0A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/b85p3LTjhD6DRjx0CZLa_g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Zf0DHRtjbK1i3fFblm0w9A/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,
ehUuSk5gPTCQmwS_ubgKRA,upstate-craft-beer-and-oyster-bar-new-york-4,Upstate Craft Beer & Oyster Bar,https://s3-media1.fl.yelpcdn.com/bphoto/RvnUVU7MF7DT0RzNL-EebQ/o.jpg,True,False,https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+16467915400,(646) 791-5400,1893,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'address1': '95 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['95 1st Ave', 'New York, NY 10003'], 'cross_streets': ''}","{'latitude': 40.726373, 'longitude': -73.986557}","['https://s3-media1.fl.yelpcdn.com/bphoto/RvnUVU7MF7DT0RzNL-EebQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/br5G49zxXZZTSLuvcmXWfA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/BhBkw2RWNB7rnlEhES1pPw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'restaurant_reservation']",,
9fG8-RRh1rzuCKN2TmF-QQ,5ive-spice-new-york-2,5ive Spice,https://s3-media1.fl.yelpcdn.com/bphoto/GNDdH26bue1yTqVJEawx6A/o.jpg,True,False,https://www.yelp.com/biz/5ive-spice-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+19174092605,(917) 409-2605,194,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"{'address1': '227 Mulberry St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['227 Mulberry St', 'New York, NY 10012'], 'cross_streets': 'Spring St & Prince St'}","{'latitude': 40.722598, 'longitude': -73.996272}",['https://s3-media1.fl.yelpcdn.com/bphoto/GNDdH26bue1yTqVJEawx6A/o.jpg'],,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,"{'url': 'https://www.yelp.com/raq/9fG8-RRh1rzuCKN2TmF-QQ?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA#popup%3Araq', 'use_case_text': 'Message the Business'}"
ax4INkzwL__-d_kGJfcA-w,kaikagetsu-nyc-new-york-2,Kaikagetsu NYC,https://s3-media3.fl.yelpcdn.com/bphoto/vtl3gL8XoiPNV-MwPvEuVQ/o.jpg,True,False,https://www.yelp.com/biz/kaikagetsu-nyc-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=VYGm0sk0aHdKKGyXs5PMrA,+16465903900,(646) 590-3900,86,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'address1': '162 Orchard St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['162 Orchard St', 'New York, NY 10002'], 'cross_streets': 'Stanton St & Rivington St'}","{'latitude': 40.72104, 'longitude': -73.98848}","['https://s3-media3.fl.yelpcdn.com/bphoto/vtl3gL8XoiPNV-MwPvEuVQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/OuxG_q8Ri1r2vUY-6l6ZdA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/OVGtj-R95J-hAnAiY_P-YQ/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1730', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['restaurant_reservation', 'delivery']",,
