id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
nHMDOIX32dGbfpuNUwsLNQ,almar-brooklyn-2,AlMar,https://s3-media3.fl.yelpcdn.com/bphoto/_EoXWmBYT1-X--xHq0oUTw/o.jpg,False,https://www.yelp.com/biz/almar-brooklyn-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,453,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.702662, 'longitude': -73.989177}","['delivery', 'pickup']",$$,"{'address1': '111 Front St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['111 Front St', 'Brooklyn, NY 11201']}",+17188555288,(718) 855-5288,530.8013177444826
0CjK3esfpFcxIopebzjFxA,joes-shanghai-new-york-2,Joe's Shanghai,https://s3-media4.fl.yelpcdn.com/bphoto/KRvabBPGaQikcpSD6vO2bg/o.jpg,False,https://www.yelp.com/biz/joes-shanghai-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,6314,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 40.7156608, 'longitude': -73.9967012}","['delivery', 'pickup']",$$,"{'address1': '46 Bowery St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['46 Bowery St', 'New York, NY 10013']}",+12122338888,(212) 233-8888,1153.9482385806896
MphfKkYFEe0BDQ6hZ0A5fA,gelso-and-grand-new-york,Gelso & Grand,https://s3-media3.fl.yelpcdn.com/bphoto/hkiNG-bPWX459H2KIBrsvA/o.jpg,False,https://www.yelp.com/biz/gelso-and-grand-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,1014,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.7194089547259, 'longitude': -73.9973777877722}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '186 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['186 Grand St', 'New York, NY 10013']}",+12122261600,(212) 226-1600,1574.3490321455226
WG639VkTjmK5dzydd1BBJA,rubirosa-new-york-2,Rubirosa,https://s3-media4.fl.yelpcdn.com/bphoto/LuSzR8cpVQRofXOT_bMi1A/o.jpg,False,https://www.yelp.com/biz/rubirosa-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,2375,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.722766, 'longitude': -73.996233}","['delivery', 'pickup']",$$,"{'address1': '235 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['235 Mulberry St', 'New York, NY 10012']}",+12129650500,(212) 965-0500,1932.9467701334759
3xTQT7qjZJIxc-eBiFMerQ,1803-new-york,1803,https://s3-media3.fl.yelpcdn.com/bphoto/f6_ZYxoZGbyGsCn6m_auog/o.jpg,False,https://www.yelp.com/biz/1803-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,488,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.715498, 'longitude': -74.007178}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '82 Reade St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['82 Reade St', 'New York, NY 10007']}",+12122673000,(212) 267-3000,1558.541688391669
X8ZS-dgiMIJvhwf9SaDnjw,wah-fung-no-1-new-york-2,Wah Fung No 1,https://s3-media3.fl.yelpcdn.com/bphoto/oMriteKj4yYHMmb8myOgJA/o.jpg,False,https://www.yelp.com/biz/wah-fung-no-1-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,1570,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.5,"{'latitude': 40.71735, 'longitude': -73.99457}",['delivery'],$,"{'address1': '79 Chrystie St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['79 Chrystie St', 'New York, NY 10002']}",+12129255175,(212) 925-5175,1323.2851807067286
hNFe8WhCibrqT4sFcZmAgw,kong-sihk-tong-港食堂-new-york,Kong Sihk Tong 港食堂,https://s3-media1.fl.yelpcdn.com/bphoto/z94Swcbxg1QmYJcsJeeqrg/o.jpg,False,https://www.yelp.com/biz/kong-sihk-tong-%E6%B8%AF%E9%A3%9F%E5%A0%82-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,313,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",4.0,"{'latitude': 40.71542, 'longitude': -73.99813}","['delivery', 'pickup']",$,"{'address1': '65 Bayard St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['65 Bayard St', 'New York, NY 10013']}",+16468506140,(646) 850-6140,1153.870812287678
ULt3kmA0_hbZ3j6cMORCaA,root-and-bone-new-york,Root & Bone,https://s3-media2.fl.yelpcdn.com/bphoto/wvua8sLOp181T_Sb41MLJg/o.jpg,False,https://www.yelp.com/biz/root-and-bone-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,1633,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,"{'latitude': 40.7228079872831, 'longitude': -73.9833535829059}","['delivery', 'pickup']",$$,"{'address1': '200 E 3rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['200 E 3rd St', 'New York, NY 10009']}",+16466827080,(646) 682-7080,2139.552340132144
ooYUO3Pq_qypc1NXFzeLYQ,city-vineyard-new-york,City Vineyard,https://s3-media3.fl.yelpcdn.com/bphoto/EQkP8Wd2bC_411mQMBtwXg/o.jpg,False,https://www.yelp.com/biz/city-vineyard-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,989,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 40.7205582, 'longitude': -74.0118093}","['delivery', 'pickup']",$$,"{'address1': '233 West St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['233 West St', 'New York, NY 10013']}",+16466778350,(646) 677-8350,2353.947657485321
9aJ1MVTthZw3QjqoG7mPjg,rosies-new-york-2,Rosie's,https://s3-media1.fl.yelpcdn.com/bphoto/C5Mf9gLWxbTiTzmOp2B2YQ/o.jpg,False,https://www.yelp.com/biz/rosies-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,758,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 40.72492, 'longitude': -73.99079}","['delivery', 'pickup']",$$,"{'address1': '29 E 2nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['29 E 2nd St', 'New York, NY 10003']}",+12123350114,(212) 335-0114,2184.8979126551453
jjJc_CrkB2HodEinB6cWww,lovemama-new-york,LoveMama,https://s3-media1.fl.yelpcdn.com/bphoto/bLlFKTlVuLfmF-lIDGIjZA/o.jpg,False,https://www.yelp.com/biz/lovemama-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,5305,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'latitude': 40.730408722512074, 'longitude': -73.98612673033213}","['delivery', 'pickup']",$$,"{'address1': '174 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['174 2nd Ave', 'New York, NY 10003']}",+12122545370,(212) 254-5370,2859.902795118878
N5UY113nNpeKdLPv0cbMjQ,the-wild-son-new-york,The Wild Son,https://s3-media3.fl.yelpcdn.com/bphoto/bKbzwnDOl26D3aVzh-lj0A/o.jpg,False,https://www.yelp.com/biz/the-wild-son-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,521,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.727424, 'longitude': -73.985201}","['delivery', 'pickup']",$$,"{'address1': '132 First Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['132 First Ave', 'New York, NY 10009']}",+12127277900,(212) 727-7900,2560.9007972575373
ehUuSk5gPTCQmwS_ubgKRA,upstate-craft-beer-and-oyster-bar-new-york-4,Upstate Craft Beer & Oyster Bar,https://s3-media1.fl.yelpcdn.com/bphoto/RvnUVU7MF7DT0RzNL-EebQ/o.jpg,False,https://www.yelp.com/biz/upstate-craft-beer-and-oyster-bar-new-york-4?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,1893,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.726373, 'longitude': -73.986557}","['restaurant_reservation', 'delivery']",$$,"{'address1': '95 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['95 1st Ave', 'New York, NY 10003']}",+16467915400,(646) 791-5400,2416.715359115974
9fG8-RRh1rzuCKN2TmF-QQ,5ive-spice-new-york-2,5ive Spice,https://s3-media1.fl.yelpcdn.com/bphoto/GNDdH26bue1yTqVJEawx6A/o.jpg,False,https://www.yelp.com/biz/5ive-spice-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,194,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"{'latitude': 40.722598, 'longitude': -73.996272}","['delivery', 'pickup']",,"{'address1': '227 Mulberry St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['227 Mulberry St', 'New York, NY 10012']}",+19174092605,(917) 409-2605,1912.9622722449587
ax4INkzwL__-d_kGJfcA-w,kaikagetsu-nyc-new-york-2,Kaikagetsu NYC,https://s3-media3.fl.yelpcdn.com/bphoto/vtl3gL8XoiPNV-MwPvEuVQ/o.jpg,False,https://www.yelp.com/biz/kaikagetsu-nyc-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,86,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.72104, 'longitude': -73.98848}","['restaurant_reservation', 'delivery']",,"{'address1': '162 Orchard St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['162 Orchard St', 'New York, NY 10002']}",+16465903900,(646) 590-3900,1800.6650070425846
jAaVnUKLITkuhzwXIe0vLQ,cafe-mogador-brooklyn,Cafe Mogador,https://s3-media1.fl.yelpcdn.com/bphoto/jUl2gMl7B93sIHzKRKatIA/o.jpg,False,https://www.yelp.com/biz/cafe-mogador-brooklyn?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,1199,"[{'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,"{'latitude': 40.719747, 'longitude': -73.959993}","['delivery', 'pickup']",$$,"{'address1': '133 Wythe Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['133 Wythe Ave', 'Brooklyn, NY 11211']}",+17184869222,(718) 486-9222,3299.5306167935732
nxTEuWKzkK1tCF4LrhFSUQ,pig-and-khao-new-york,Pig and Khao,https://s3-media4.fl.yelpcdn.com/bphoto/lVUEbZ9sFojU2DeRLgzRQA/o.jpg,False,https://www.yelp.com/biz/pig-and-khao-new-york?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,1659,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 40.71926, 'longitude': -73.98475}","['delivery', 'pickup']",$$,"{'address1': '68 Clinton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['68 Clinton St', 'New York, NY 10002']}",+12129204485,(212) 920-4485,1733.9421500064454
AIKjw2QLvVNdha3TciJYzg,boqueria-soho-new-york-2,Boqueria Soho,https://s3-media1.fl.yelpcdn.com/bphoto/dCL7_g5zIsPd5ggJjvjggg/o.jpg,False,https://www.yelp.com/biz/boqueria-soho-new-york-2?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,1063,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 40.724912, 'longitude': -74.0021299}","['delivery', 'pickup']",$$,"{'address1': '171 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['171 Spring St', 'New York, NY 10012']}",+12123434255,(212) 343-4255,2263.1676600663327
OQbccovdHgjenH-sJIbFPw,clover-hill-brooklyn,Clover Hill,https://s3-media2.fl.yelpcdn.com/bphoto/qXBgeD528c_JDKCg1ECPpA/o.jpg,False,https://www.yelp.com/biz/clover-hill-brooklyn?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,13,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.69316, 'longitude': -73.99871}",[],,"{'address1': '20 Columbia Pl', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['20 Columbia Pl', 'Brooklyn, NY 11201']}",+19293376580,(929) 337-6580,1415.1397249591591
9AXTJkwXdWaJaQkCjpj6mA,sunday-in-brooklyn-brooklyn-3,Sunday in Brooklyn,https://s3-media2.fl.yelpcdn.com/bphoto/aQ6Q-J6s4imnnsxnfVASjw/o.jpg,False,https://www.yelp.com/biz/sunday-in-brooklyn-brooklyn-3?adjust_creative=VYGm0sk0aHdKKGyXs5PMrA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VYGm0sk0aHdKKGyXs5PMrA,895,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.714145, 'longitude': -73.965322}","['delivery', 'pickup']",$$,"{'address1': '348 Wythe Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['348 Wythe Ave', 'Brooklyn, NY 11249']}",+13472226722,(347) 222-6722,2626.5777794971095
